respondent_id,h1n1_vaccine,seasonal_vaccine
43521,0.09,0.55
43522,0.01,0.62
43523,0.14,0.69
43524,0.38,0.85
43525,0.05,0.24
43526,0.04,0.13
43527,0.03,0.75
43528,0.06,0.48
43529,0.18,0.79
43530,0.37,0.86
43531,0.07,0.16
43532,0.03,0.1
43533,0.13,0.26
43534,0.21,0.35
43535,0.92,0.92
43536,0.03,0.1
43537,0.48,0.79
43538,0.18,0.31
43539,0.58,0.76
43540,0.01,0.23
43541,0.81,0.71
43542,0.33,0.51
43543,0.17,0.64
43544,0.52,0.44
43545,0.4,0.81
43546,0.04,0.73
43547,0.04,0.65
43548,0.31,0.47
43549,0.07,0.13
43550,0.03,0.35
43551,0.3,0.68
43552,0.59,0.66
43553,0.07,0.23
43554,0.02,0.68
43555,0.08,0.2
43556,0.61,0.77
43557,0.66,0.86
43558,0.08,0.09
43559,0.1,0.57
43560,0.41,0.79
43561,0.65,0.81
43562,0.05,0.4
43563,0.02,0.37
43564,0.11,0.22
43565,0.57,0.7
43566,0.35,0.63
43567,0.02,0.12
43568,0.19,0.35
43569,0.75,0.8
43570,0.14,0.93
43571,0.07,0.05
43572,0.04,0.05
43573,0.08,0.12
43574,0.78,0.9
43575,0.28,0.55
43576,0.17,0.62
43577,0.05,0.36
43578,0.15,0.16
43579,0.06,0.6
43580,0.05,0.33
43581,0.37,0.73
43582,0.32,0.72
43583,0.0,0.08
43584,0.16,0.91
43585,0.08,0.31
43586,0.03,0.06
43587,0.08,0.57
43588,0.61,0.82
43589,0.18,0.31
43590,0.31,0.59
43591,0.09,0.09
43592,0.04,0.68
43593,0.2,0.18
43594,0.01,0.12
43595,0.32,0.37
43596,0.06,0.14
43597,0.35,0.9
43598,0.24,0.28
43599,0.89,0.97
43600,0.01,0.05
43601,0.12,0.18
43602,0.14,0.3
43603,0.01,0.07
43604,0.06,0.31
43605,0.01,0.08
43606,0.13,0.09
43607,0.0,0.45
43608,0.42,0.63
43609,0.72,0.76
43610,0.49,0.43
43611,0.6,0.84
43612,0.11,0.18
43613,0.59,0.62
43614,0.13,0.32
43615,0.46,0.4
43616,0.23,0.41
43617,0.24,0.36
43618,0.03,0.12
43619,0.43,0.76
43620,0.19,0.24
43621,0.03,0.04
43622,0.47,0.55
43623,0.17,0.2
43624,0.03,0.16
43625,0.39,0.49
43626,0.09,0.3
43627,0.02,0.06
43628,0.24,0.22
43629,0.01,0.08
43630,0.16,0.4
43631,0.25,0.25
43632,0.42,0.82
43633,0.29,0.36
43634,0.32,0.5
43635,0.79,0.88
43636,0.07,0.34
43637,0.33,0.42
43638,0.22,0.4
43639,0.18,0.21
43640,0.24,0.58
43641,0.07,0.77
43642,0.02,0.19
43643,0.04,0.29
43644,0.2,0.43
43645,0.26,0.65
43646,0.01,0.16
43647,0.08,0.15
43648,0.3,0.38
43649,0.54,0.47
43650,0.2,0.42
43651,0.52,0.93
43652,0.09,0.66
43653,0.65,0.82
43654,0.55,0.69
43655,0.05,0.58
43656,0.26,0.38
43657,0.09,0.08
43658,0.06,0.68
43659,0.14,0.55
43660,0.19,0.27
43661,0.56,0.84
43662,0.69,0.89
43663,0.09,0.68
43664,0.5,0.88
43665,0.05,0.32
43666,0.02,0.03
43667,0.03,0.46
43668,0.68,0.55
43669,0.07,0.2
43670,0.24,0.32
43671,0.0,0.64
43672,0.05,0.1
43673,0.21,0.56
43674,0.07,0.45
43675,0.04,0.13
43676,0.08,0.41
43677,0.02,0.09
43678,0.19,0.22
43679,0.05,0.34
43680,0.11,0.31
43681,0.08,0.77
43682,0.12,0.3
43683,0.02,0.78
43684,0.77,0.77
43685,0.22,0.18
43686,0.53,0.64
43687,0.26,0.51
43688,0.16,0.53
43689,0.01,0.09
43690,0.18,0.87
43691,0.2,0.61
43692,0.02,0.96
43693,0.45,0.65
43694,0.05,0.13
43695,0.65,0.93
43696,0.14,0.24
43697,0.04,0.28
43698,0.09,0.2
43699,0.07,0.15
43700,0.14,0.77
43701,0.48,0.73
43702,0.05,0.11
43703,0.11,0.4
43704,0.05,0.07
43705,0.21,0.71
43706,0.21,0.21
43707,0.14,0.67
43708,0.36,0.76
43709,0.22,0.64
43710,0.07,0.88
43711,0.22,0.89
43712,0.59,0.74
43713,0.02,0.19
43714,0.13,0.41
43715,0.04,0.58
43716,0.36,0.69
43717,0.06,0.27
43718,0.04,0.05
43719,0.05,0.58
43720,0.25,0.57
43721,0.48,0.5
43722,0.19,0.69
43723,0.29,0.45
43724,0.02,0.17
43725,0.01,0.07
43726,0.41,0.67
43727,0.29,0.29
43728,0.05,0.38
43729,0.51,0.73
43730,0.16,0.59
43731,0.52,0.58
43732,0.04,0.41
43733,0.0,0.65
43734,0.13,0.37
43735,0.09,0.56
43736,0.16,0.8
43737,0.12,0.2
43738,0.71,0.92
43739,0.14,0.24
43740,0.33,0.96
43741,0.19,0.66
43742,0.35,0.3
43743,0.68,0.7
43744,0.17,0.12
43745,0.57,0.79
43746,0.24,0.75
43747,0.34,0.65
43748,0.11,0.53
43749,0.33,0.31
43750,0.28,0.38
43751,0.73,0.92
43752,0.4,0.61
43753,0.12,0.24
43754,0.45,0.71
43755,0.11,0.34
43756,0.08,0.14
43757,0.12,0.63
43758,0.1,0.35
43759,0.08,0.76
43760,0.23,0.47
43761,0.68,0.89
43762,0.07,0.15
43763,0.85,0.9
43764,0.04,0.73
43765,0.17,0.91
43766,0.08,0.06
43767,0.31,0.55
43768,0.07,0.24
43769,0.08,0.29
43770,0.57,0.92
43771,0.65,0.89
43772,0.01,0.15
43773,0.1,0.17
43774,0.14,0.8
43775,0.23,0.48
43776,0.23,0.58
43777,0.02,0.11
43778,0.35,0.47
43779,0.6,0.85
43780,0.21,0.63
43781,0.06,0.21
43782,0.15,0.68
43783,0.35,0.32
43784,0.03,0.09
43785,0.31,0.76
43786,0.63,0.94
43787,0.76,0.87
43788,0.26,0.45
43789,0.12,0.43
43790,0.03,0.02
43791,0.11,0.16
43792,0.32,0.52
43793,0.05,0.07
43794,0.4,0.4
43795,0.02,0.24
43796,0.75,0.94
43797,0.02,0.35
43798,0.25,0.68
43799,0.34,0.36
43800,0.0,0.15
43801,0.09,0.44
43802,0.1,0.43
43803,0.06,0.08
43804,0.3,0.29
43805,0.24,0.9
43806,0.14,0.48
43807,0.57,0.47
43808,0.06,0.09
43809,0.11,0.1
43810,0.05,0.14
43811,0.55,0.88
43812,0.02,0.09
43813,0.57,0.81
43814,0.12,0.6
43815,0.19,0.78
43816,0.29,0.87
43817,0.1,0.67
43818,0.05,0.36
43819,0.06,0.48
43820,0.32,0.62
43821,0.1,0.54
43822,0.48,0.58
43823,0.02,0.12
43824,0.24,0.49
43825,0.0,0.89
43826,0.14,0.37
43827,0.14,0.27
43828,0.35,0.26
43829,0.02,0.07
43830,0.06,0.09
43831,0.06,0.46
43832,0.22,0.91
43833,0.13,0.39
43834,0.04,0.1
43835,0.72,0.85
43836,0.01,0.52
43837,0.18,0.38
43838,0.27,0.58
43839,0.01,0.07
43840,0.05,0.35
43841,0.24,0.42
43842,0.18,0.4
43843,0.39,0.23
43844,0.38,0.51
43845,0.06,0.85
43846,0.14,0.54
43847,0.1,0.92
43848,0.16,0.59
43849,0.03,0.02
43850,0.41,0.66
43851,0.08,0.41
43852,0.16,0.24
43853,0.01,0.66
43854,0.16,0.58
43855,0.65,0.87
43856,0.22,0.6
43857,0.06,0.87
43858,0.63,0.83
43859,0.05,0.15
43860,0.14,0.26
43861,0.45,0.68
43862,0.58,0.25
43863,0.02,0.06
43864,0.02,0.14
43865,0.56,0.61
43866,0.09,0.4
43867,0.04,0.4
43868,0.09,0.47
43869,0.71,0.86
43870,0.26,0.3
43871,0.11,0.14
43872,0.06,0.38
43873,0.03,0.27
43874,0.09,0.63
43875,0.18,0.91
43876,0.36,0.43
43877,0.05,0.46
43878,0.29,0.66
43879,0.23,0.5
43880,0.09,0.81
43881,0.34,0.71
43882,0.1,0.19
43883,0.06,0.07
43884,0.39,0.77
43885,0.01,0.07
43886,0.1,0.09
43887,0.14,0.69
43888,0.05,0.07
43889,0.66,0.85
43890,0.64,0.88
43891,0.25,0.28
43892,0.44,0.69
43893,0.62,0.63
43894,0.15,0.37
43895,0.41,0.82
43896,0.35,0.7
43897,0.27,0.45
43898,0.03,0.11
43899,0.12,0.11
43900,0.17,0.29
43901,0.05,0.11
43902,0.08,0.1
43903,0.32,0.87
43904,0.18,0.64
43905,0.39,0.55
43906,0.17,0.85
43907,0.07,0.22
43908,0.07,0.24
43909,0.15,0.32
43910,0.18,0.47
43911,0.07,0.36
43912,0.22,0.43
43913,0.06,0.1
43914,0.04,0.22
43915,0.65,0.74
43916,0.07,0.09
43917,0.45,0.74
43918,0.09,0.26
43919,0.04,0.42
43920,0.04,0.18
43921,0.11,0.27
43922,0.0,0.49
43923,0.47,0.42
43924,0.25,0.45
43925,0.31,0.4
43926,0.13,0.3
43927,0.35,0.62
43928,0.2,0.45
43929,0.09,0.52
43930,0.07,0.12
43931,0.24,0.53
43932,0.49,0.83
43933,0.11,0.73
43934,0.24,0.52
43935,0.43,0.55
43936,0.06,0.44
43937,0.15,0.86
43938,0.05,0.13
43939,0.17,0.55
43940,0.53,0.71
43941,0.31,0.57
43942,0.01,0.27
43943,0.05,0.28
43944,0.04,0.07
43945,0.06,0.5
43946,0.05,0.53
43947,0.55,0.66
43948,0.13,0.56
43949,0.33,0.35
43950,0.22,0.46
43951,0.05,0.21
43952,0.7,0.92
43953,0.71,0.88
43954,0.05,0.08
43955,0.15,0.52
43956,0.54,0.5
43957,0.15,0.4
43958,0.16,0.16
43959,0.51,0.36
43960,0.04,0.11
43961,0.42,0.22
43962,0.1,0.93
43963,0.34,0.48
43964,0.15,0.4
43965,0.1,0.2
43966,0.14,0.56
43967,0.06,0.22
43968,0.25,0.47
43969,0.18,0.64
43970,0.01,0.19
43971,0.11,0.09
43972,0.03,0.04
43973,0.09,0.21
43974,0.1,0.82
43975,0.4,0.6
43976,0.18,0.84
43977,0.11,0.89
43978,0.19,0.27
43979,0.1,0.14
43980,0.02,0.09
43981,0.41,0.83
43982,0.07,0.79
43983,0.04,0.32
43984,0.09,0.46
43985,0.05,0.27
43986,0.33,0.69
43987,0.23,0.65
43988,0.14,0.87
43989,0.13,0.7
43990,0.21,0.29
43991,0.35,0.54
43992,0.04,0.23
43993,0.79,0.85
43994,0.03,0.58
43995,0.05,0.12
43996,0.17,0.72
43997,0.27,0.64
43998,0.78,0.94
43999,0.08,0.51
44000,0.53,0.88
44001,0.85,0.98
44002,0.12,0.12
44003,0.07,0.93
44004,0.02,0.15
44005,0.05,0.38
44006,0.11,0.78
44007,0.03,0.65
44008,0.04,0.32
44009,0.04,0.48
44010,0.22,0.95
44011,0.15,0.19
44012,0.25,0.64
44013,0.11,0.31
44014,0.1,0.61
44015,0.09,0.46
44016,0.09,0.19
44017,0.05,0.56
44018,0.01,0.11
44019,0.86,0.86
44020,0.1,0.36
44021,0.56,0.92
44022,0.04,0.11
44023,0.07,0.15
44024,0.05,0.21
44025,0.01,0.12
44026,0.52,0.86
44027,0.18,0.69
44028,0.81,0.92
44029,0.22,0.5
44030,0.12,0.42
44031,0.29,0.63
44032,0.04,0.23
44033,0.02,0.52
44034,0.02,0.66
44035,0.12,0.17
44036,0.05,0.46
44037,0.11,0.51
44038,0.05,0.07
44039,0.15,0.48
44040,0.78,0.88
44041,0.11,0.65
44042,0.16,0.78
44043,0.09,0.82
44044,0.0,0.15
44045,0.38,0.5
44046,0.21,0.49
44047,0.34,0.82
44048,0.8,0.86
44049,0.18,0.7
44050,0.09,0.86
44051,0.75,0.89
44052,0.16,0.55
44053,0.06,0.21
44054,0.05,0.11
44055,0.4,0.5
44056,0.08,0.85
44057,0.25,0.78
44058,0.04,0.07
44059,0.32,0.48
44060,0.47,0.79
44061,0.11,0.14
44062,0.04,0.25
44063,0.28,0.58
44064,0.31,0.17
44065,0.08,0.19
44066,0.04,0.3
44067,0.2,0.48
44068,0.32,0.4
44069,0.02,0.04
44070,0.84,0.89
44071,0.04,0.13
44072,0.43,0.27
44073,0.08,0.22
44074,0.83,0.98
44075,0.18,0.82
44076,0.21,0.18
44077,0.03,0.13
44078,0.13,0.21
44079,0.53,0.58
44080,0.9,0.92
44081,0.9,0.85
44082,0.06,0.86
44083,0.41,0.72
44084,0.37,0.43
44085,0.3,0.13
44086,0.42,0.36
44087,0.02,0.08
44088,0.09,0.29
44089,0.19,0.24
44090,0.39,0.81
44091,0.04,0.16
44092,0.03,0.74
44093,0.1,0.61
44094,0.12,0.27
44095,0.04,0.75
44096,0.0,0.05
44097,0.77,0.83
44098,0.16,0.44
44099,0.78,0.78
44100,0.16,0.63
44101,0.08,0.88
44102,0.23,0.65
44103,0.29,0.41
44104,0.03,0.08
44105,0.06,0.04
44106,0.13,0.56
44107,0.3,0.71
44108,0.1,0.11
44109,0.0,0.07
44110,0.08,0.17
44111,0.08,0.22
44112,0.13,0.21
44113,0.16,0.61
44114,0.83,0.82
44115,0.12,0.33
44116,0.0,0.06
44117,0.01,0.09
44118,0.06,0.13
44119,0.15,0.25
44120,0.29,0.28
44121,0.16,0.44
44122,0.05,0.15
44123,0.73,0.84
44124,0.17,0.41
44125,0.07,0.09
44126,0.06,0.21
44127,0.11,0.46
44128,0.11,0.77
44129,0.08,0.2
44130,0.03,0.24
44131,0.23,0.18
44132,0.02,0.04
44133,0.08,0.67
44134,0.04,0.25
44135,0.4,0.76
44136,0.28,0.35
44137,0.04,0.41
44138,0.09,0.84
44139,0.27,0.28
44140,0.03,0.54
44141,0.14,0.45
44142,0.06,0.64
44143,0.33,0.5
44144,0.04,0.27
44145,0.68,0.91
44146,0.34,0.34
44147,0.3,0.18
44148,0.14,0.31
44149,0.03,0.35
44150,0.17,0.74
44151,0.18,0.15
44152,0.12,0.49
44153,0.06,0.19
44154,0.11,0.21
44155,0.21,0.27
44156,0.02,0.26
44157,0.05,0.06
44158,0.17,0.16
44159,0.07,0.21
44160,0.03,0.27
44161,0.22,0.75
44162,0.44,0.78
44163,0.01,0.03
44164,0.78,0.86
44165,0.21,0.56
44166,0.02,0.05
44167,0.5,0.69
44168,0.36,0.4
44169,0.25,0.36
44170,0.15,0.46
44171,0.1,0.37
44172,0.04,0.38
44173,0.1,0.21
44174,0.32,0.66
44175,0.04,0.04
44176,0.09,0.31
44177,0.24,0.64
44178,0.03,0.12
44179,0.71,0.81
44180,0.14,0.44
44181,0.17,0.4
44182,0.25,0.74
44183,0.6,0.81
44184,0.09,0.54
44185,0.73,0.58
44186,0.39,0.38
44187,0.54,0.68
44188,0.01,0.03
44189,0.08,0.32
44190,0.12,0.09
44191,0.07,0.12
44192,0.06,0.25
44193,0.05,0.09
44194,0.05,0.21
44195,0.03,0.37
44196,0.2,0.72
44197,0.06,0.17
44198,0.02,0.86
44199,0.73,0.89
44200,0.08,0.25
44201,0.04,0.26
44202,0.06,0.22
44203,0.14,0.29
44204,0.1,0.24
44205,0.19,0.49
44206,0.48,0.79
44207,0.04,0.27
44208,0.3,0.18
44209,0.13,0.1
44210,0.12,0.36
44211,0.45,0.44
44212,0.29,0.74
44213,0.23,0.51
44214,0.03,0.38
44215,0.25,0.64
44216,0.04,0.46
44217,0.1,0.48
44218,0.03,0.5
44219,0.04,0.06
44220,0.09,0.48
44221,0.1,0.93
44222,0.08,0.42
44223,0.05,0.12
44224,0.01,0.17
44225,0.01,0.14
44226,0.39,0.45
44227,0.05,0.08
44228,0.32,0.55
44229,0.33,0.64
44230,0.15,0.82
44231,0.06,0.43
44232,0.14,0.17
44233,0.67,0.71
44234,0.16,0.95
44235,0.08,0.92
44236,0.65,0.7
44237,0.51,0.61
44238,0.05,0.69
44239,0.02,0.06
44240,0.02,0.23
44241,0.55,0.72
44242,0.51,0.6
44243,0.02,0.14
44244,0.15,0.25
44245,0.07,0.06
44246,0.41,0.88
44247,0.16,0.11
44248,0.24,0.66
44249,0.57,0.75
44250,0.11,0.42
44251,0.09,0.27
44252,0.1,0.66
44253,0.06,0.97
44254,0.05,0.21
44255,0.07,0.07
44256,0.37,0.76
44257,0.55,0.68
44258,0.68,0.89
44259,0.05,0.97
44260,0.22,0.25
44261,0.05,0.07
44262,0.2,0.52
44263,0.37,0.9
44264,0.67,0.75
44265,0.02,0.37
44266,0.42,0.8
44267,0.11,0.42
44268,0.47,0.43
44269,0.12,0.24
44270,0.37,0.36
44271,0.41,0.64
44272,0.28,0.78
44273,0.15,0.4
44274,0.05,0.52
44275,0.04,0.1
44276,0.66,0.89
44277,0.44,0.78
44278,0.67,0.63
44279,0.12,0.08
44280,0.36,0.54
44281,0.04,0.15
44282,0.06,0.05
44283,0.17,0.49
44284,0.06,0.39
44285,0.18,0.4
44286,0.24,0.46
44287,0.11,0.12
44288,0.09,0.24
44289,0.47,0.77
44290,0.23,0.3
44291,0.0,0.38
44292,0.13,0.78
44293,0.13,0.36
44294,0.16,0.29
44295,0.07,0.47
44296,0.05,0.84
44297,0.26,0.72
44298,0.1,0.76
44299,0.22,0.55
44300,0.09,0.32
44301,0.74,0.49
44302,0.38,0.49
44303,0.3,0.84
44304,0.54,0.81
44305,0.08,0.12
44306,0.39,0.9
44307,0.02,0.14
44308,0.2,0.58
44309,0.11,0.39
44310,0.14,0.4
44311,0.12,0.67
44312,0.15,0.48
44313,0.13,0.26
44314,0.16,0.92
44315,0.29,0.78
44316,0.25,0.37
44317,0.14,0.23
44318,0.14,0.58
44319,0.13,0.88
44320,0.04,0.62
44321,0.49,0.55
44322,0.3,0.8
44323,0.03,0.15
44324,0.02,0.04
44325,0.16,0.86
44326,0.63,0.79
44327,0.06,0.42
44328,0.03,0.15
44329,0.05,0.08
44330,0.2,0.91
44331,0.04,0.95
44332,0.24,0.57
44333,0.14,0.38
44334,0.43,0.7
44335,0.14,0.66
44336,0.19,0.55
44337,0.35,0.86
44338,0.04,0.17
44339,0.0,0.25
44340,0.02,0.19
44341,0.15,0.65
44342,0.22,0.15
44343,0.2,0.4
44344,0.08,0.71
44345,0.11,0.78
44346,0.42,0.15
44347,0.42,0.4
44348,0.16,0.59
44349,0.35,0.64
44350,0.11,0.68
44351,0.09,0.64
44352,0.05,0.38
44353,0.55,0.7
44354,0.67,0.82
44355,0.12,0.25
44356,0.37,0.3
44357,0.06,0.24
44358,0.25,0.88
44359,0.08,0.06
44360,0.13,0.49
44361,0.01,0.15
44362,0.01,0.36
44363,0.24,0.68
44364,0.51,0.66
44365,0.01,0.08
44366,0.85,0.98
44367,0.21,0.32
44368,0.12,0.11
44369,0.21,0.14
44370,0.1,0.12
44371,0.44,0.46
44372,0.76,0.89
44373,0.22,0.2
44374,0.48,0.62
44375,0.17,0.22
44376,0.16,0.63
44377,0.02,0.03
44378,0.87,0.91
44379,0.4,0.48
44380,0.27,0.42
44381,0.53,0.83
44382,0.08,0.14
44383,0.87,0.91
44384,0.26,0.31
44385,0.02,0.09
44386,0.34,0.47
44387,0.28,0.58
44388,0.2,0.44
44389,0.36,0.62
44390,0.07,0.25
44391,0.03,0.34
44392,0.61,0.64
44393,0.03,0.03
44394,0.36,0.67
44395,0.06,0.44
44396,0.01,0.07
44397,0.09,0.67
44398,0.51,0.65
44399,0.12,0.23
44400,0.11,0.23
44401,0.5,0.51
44402,0.28,0.85
44403,0.07,0.27
44404,0.48,0.71
44405,0.07,0.55
44406,0.1,0.23
44407,0.26,0.45
44408,0.14,0.17
44409,0.28,0.24
44410,0.03,0.31
44411,0.04,0.18
44412,0.23,0.49
44413,0.63,0.84
44414,0.37,0.75
44415,0.13,0.53
44416,0.53,0.64
44417,0.02,0.32
44418,0.11,0.42
44419,0.76,0.96
44420,0.06,0.55
44421,0.43,0.34
44422,0.07,0.58
44423,0.2,0.83
44424,0.56,0.86
44425,0.0,0.09
44426,0.32,0.64
44427,0.24,0.59
44428,0.7,0.8
44429,0.13,0.72
44430,0.02,0.53
44431,0.28,0.39
44432,0.3,0.52
44433,0.28,0.63
44434,0.29,0.74
44435,0.08,0.14
44436,0.51,0.93
44437,0.12,0.06
44438,0.0,0.03
44439,0.2,0.36
44440,0.04,0.16
44441,0.16,0.23
44442,0.09,0.07
44443,0.12,0.14
44444,0.21,0.75
44445,0.04,0.2
44446,0.09,0.09
44447,0.08,0.24
44448,0.85,0.96
44449,0.02,0.06
44450,0.18,0.87
44451,0.57,0.82
44452,0.08,0.04
44453,0.01,0.06
44454,0.13,0.35
44455,0.58,0.54
44456,0.05,0.09
44457,0.15,0.11
44458,0.09,0.15
44459,0.13,0.14
44460,0.05,0.18
44461,0.01,0.59
44462,0.02,0.11
44463,0.11,0.8
44464,0.56,0.81
44465,0.54,0.57
44466,0.06,0.36
44467,0.49,0.72
44468,0.13,0.28
44469,0.14,0.3
44470,0.12,0.43
44471,0.76,0.79
44472,0.05,0.65
44473,0.67,0.9
44474,0.02,0.03
44475,0.12,0.35
44476,0.06,0.12
44477,0.82,0.87
44478,0.06,0.94
44479,0.15,0.55
44480,0.08,0.69
44481,0.51,0.86
44482,0.31,0.37
44483,0.76,0.82
44484,0.02,0.39
44485,0.13,0.61
44486,0.24,0.88
44487,0.14,0.26
44488,0.39,0.74
44489,0.04,0.32
44490,0.12,0.64
44491,0.89,0.89
44492,0.04,0.2
44493,0.3,0.43
44494,0.86,0.88
44495,0.8,0.76
44496,0.08,0.36
44497,0.08,0.19
44498,0.58,0.78
44499,0.49,0.74
44500,0.01,0.33
44501,0.24,0.67
44502,0.82,0.97
44503,0.0,0.17
44504,0.35,0.63
44505,0.02,0.37
44506,0.27,0.47
44507,0.02,0.08
44508,0.34,0.58
44509,0.57,0.74
44510,0.07,0.63
44511,0.08,0.87
44512,0.17,0.71
44513,0.09,0.63
44514,0.07,0.23
44515,0.03,0.08
44516,0.12,0.05
44517,0.09,0.34
44518,0.92,0.99
44519,0.34,0.85
44520,0.35,0.49
44521,0.05,0.48
44522,0.41,0.73
44523,0.05,0.07
44524,0.12,0.44
44525,0.27,0.4
44526,0.19,0.58
44527,0.06,0.66
44528,0.16,0.41
44529,0.21,0.82
44530,0.27,0.88
44531,0.27,0.65
44532,0.33,0.79
44533,0.03,0.1
44534,0.04,0.79
44535,0.17,0.93
44536,0.06,0.4
44537,0.09,0.37
44538,0.39,0.63
44539,0.24,0.87
44540,0.19,0.57
44541,0.15,0.12
44542,0.42,0.55
44543,0.13,0.14
44544,0.54,0.92
44545,0.31,0.42
44546,0.16,0.67
44547,0.45,0.47
44548,0.15,0.17
44549,0.12,0.46
44550,0.22,0.31
44551,0.11,0.34
44552,0.34,0.73
44553,0.09,0.09
44554,0.22,0.44
44555,0.52,0.72
44556,0.18,0.32
44557,0.07,0.15
44558,0.01,0.08
44559,0.04,0.23
44560,0.02,0.06
44561,0.02,0.23
44562,0.15,0.18
44563,0.18,0.49
44564,0.1,0.27
44565,0.22,0.24
44566,0.24,0.43
44567,0.52,0.65
44568,0.03,0.13
44569,0.25,0.32
44570,0.39,0.54
44571,0.08,0.22
44572,0.05,0.1
44573,0.25,0.53
44574,0.03,0.13
44575,0.09,0.89
44576,0.07,0.07
44577,0.05,0.11
44578,0.8,0.95
44579,0.02,0.19
44580,0.05,0.73
44581,0.21,0.41
44582,0.44,0.97
44583,0.02,0.19
44584,0.34,0.57
44585,0.12,0.51
44586,0.37,0.43
44587,0.12,0.78
44588,0.08,0.37
44589,0.16,0.41
44590,0.06,0.38
44591,0.07,0.74
44592,0.05,0.19
44593,0.25,0.04
44594,0.02,0.72
44595,0.06,0.7
44596,0.19,0.14
44597,0.12,0.21
44598,0.48,0.52
44599,0.11,0.14
44600,0.25,0.75
44601,0.02,0.09
44602,0.21,0.8
44603,0.3,0.61
44604,0.08,0.19
44605,0.63,0.83
44606,0.04,0.32
44607,0.35,0.81
44608,0.22,0.33
44609,0.21,0.68
44610,0.03,0.1
44611,0.06,0.03
44612,0.1,0.52
44613,0.07,0.33
44614,0.26,0.23
44615,0.05,0.04
44616,0.08,0.86
44617,0.05,0.35
44618,0.49,0.52
44619,0.38,0.7
44620,0.14,0.18
44621,0.18,0.6
44622,0.1,0.49
44623,0.18,0.47
44624,0.67,0.8
44625,0.05,0.22
44626,0.56,0.96
44627,0.32,0.3
44628,0.09,0.31
44629,0.0,0.0
44630,0.19,0.58
44631,0.02,0.54
44632,0.41,0.54
44633,0.76,0.95
44634,0.07,0.15
44635,0.71,0.96
44636,0.16,0.63
44637,0.72,0.87
44638,0.2,0.47
44639,0.62,0.5
44640,0.07,0.1
44641,0.86,0.82
44642,0.05,0.21
44643,0.02,0.23
44644,0.09,0.62
44645,0.59,0.93
44646,0.0,0.05
44647,0.08,0.52
44648,0.03,0.56
44649,0.02,0.26
44650,0.19,0.77
44651,0.3,0.51
44652,0.83,0.91
44653,0.05,0.54
44654,0.18,0.83
44655,0.26,0.47
44656,0.3,0.98
44657,0.28,0.56
44658,0.03,0.13
44659,0.52,0.52
44660,0.52,0.67
44661,0.05,0.35
44662,0.0,0.43
44663,0.04,0.17
44664,0.19,0.78
44665,0.02,0.13
44666,0.24,0.65
44667,0.38,0.79
44668,0.04,0.08
44669,0.05,0.09
44670,0.38,0.5
44671,0.27,0.52
44672,0.18,0.76
44673,0.19,0.9
44674,0.07,0.82
44675,0.08,0.07
44676,0.06,0.13
44677,0.3,0.36
44678,0.15,0.34
44679,0.14,0.73
44680,0.65,0.75
44681,0.23,0.39
44682,0.2,0.36
44683,0.1,0.2
44684,0.5,0.86
44685,0.64,0.67
44686,0.17,0.73
44687,0.1,0.09
44688,0.13,0.12
44689,0.08,0.24
44690,0.12,0.22
44691,0.11,0.47
44692,0.28,0.85
44693,0.8,0.84
44694,0.26,0.93
44695,0.17,0.45
44696,0.18,0.55
44697,0.02,0.05
44698,0.12,0.67
44699,0.88,0.84
44700,0.05,0.2
44701,0.13,0.33
44702,0.12,0.43
44703,0.12,0.53
44704,0.06,0.27
44705,0.76,0.95
44706,0.02,0.08
44707,0.57,0.7
44708,0.0,0.12
44709,0.03,0.24
44710,0.07,0.45
44711,0.17,0.2
44712,0.39,0.84
44713,0.11,0.8
44714,0.04,0.39
44715,0.28,0.38
44716,0.02,0.99
44717,0.01,0.37
44718,0.05,0.19
44719,0.06,0.18
44720,0.79,0.88
44721,0.02,0.31
44722,0.11,0.92
44723,0.04,0.17
44724,0.73,0.84
44725,0.45,0.77
44726,0.24,0.75
44727,0.05,0.4
44728,0.23,0.91
44729,0.45,0.87
44730,0.08,0.05
44731,0.45,0.72
44732,0.14,0.19
44733,0.11,0.19
44734,0.04,0.62
44735,0.64,0.8
44736,0.15,0.35
44737,0.28,0.88
44738,0.03,0.12
44739,0.05,0.76
44740,0.5,0.85
44741,0.31,0.47
44742,0.07,0.88
44743,0.04,0.57
44744,0.25,0.61
44745,0.78,0.99
44746,0.02,0.23
44747,0.84,0.85
44748,0.1,0.59
44749,0.01,0.2
44750,0.34,0.2
44751,0.12,0.78
44752,0.12,0.56
44753,0.04,0.12
44754,0.53,0.61
44755,0.11,0.36
44756,0.41,0.63
44757,0.02,0.08
44758,0.12,0.34
44759,0.92,0.92
44760,0.11,0.54
44761,0.01,0.8
44762,0.13,0.95
44763,0.35,0.55
44764,0.02,0.21
44765,0.07,0.81
44766,0.51,0.84
44767,0.56,0.53
44768,0.37,0.55
44769,0.56,0.82
44770,0.15,0.23
44771,0.05,0.06
44772,0.07,0.07
44773,0.35,0.63
44774,0.14,0.76
44775,0.48,0.81
44776,0.26,0.58
44777,0.34,0.52
44778,0.3,0.74
44779,0.02,0.14
44780,0.35,0.47
44781,0.4,0.58
44782,0.2,0.28
44783,0.03,0.85
44784,0.02,0.03
44785,0.31,0.52
44786,0.49,0.61
44787,0.1,0.53
44788,0.45,0.43
44789,0.71,0.83
44790,0.06,0.81
